City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,port-aux-francais,-49.35,70.2167,3.13,77,83,14.72,TF,1690057285
1,at taj,24.2049,23.2857,31.68,14,4,5.13,LY,1690057450
2,waitangi,-43.9535,-176.5597,11.01,96,100,3.58,NZ,1690057451
3,avarua,-21.2078,-159.775,22.03,94,100,9.26,CK,1690057452
4,edinburgh of the seven seas,-37.0676,-12.3116,12.7,72,12,8.91,SH,1690057454
5,invercargill,-46.4,168.35,6.65,95,100,2.26,NZ,1690057456
6,la'ie,21.6477,-157.9253,29.98,71,62,5.7,US,1690057457
7,moberly,39.4184,-92.4382,30.24,41,40,3.6,US,1690057458
8,ta`u,-14.2336,-169.5144,27.28,79,100,4.32,AS,1690057356
9,grytviken,-54.2811,-36.5092,-7.19,72,96,4.63,GS,1690057460
10,poyarkovo,49.6,128.6833,18.16,81,100,1.16,RU,1690057461
11,zouerate,22.7187,-12.4521,37.62,13,0,4.66,MR,1690057462
12,forster,-32.1667,152.5167,11.35,75,97,3.58,AU,1690057464
13,port elizabeth,-33.918,25.5701,10.61,77,0,3.67,ZA,1690057465
14,rocha,-34.4833,-54.3333,24.7,60,100,8.11,UY,1690057466
15,saint-pierre,-21.3393,55.4781,21.82,78,40,9.77,RE,1690057468
16,narasannapeta,18.4167,84.05,27.69,85,100,0.47,IN,1690057469
17,antalaha,-14.9003,50.2788,21.08,82,8,3.77,MG,1690057470
18,ushuaia,-54.8,-68.3,-0.19,80,75,5.14,AR,1690057471
19,enoch,37.7733,-113.0244,37.14,19,0,3.6,US,1690057472
20,port alfred,-33.5906,26.891,12.88,94,12,0.45,ZA,1690057473
21,charters towers,-20.1,146.2667,13.63,49,34,2.5,AU,1690057474
22,stanley,54.868,-1.6985,15.4,94,100,5.14,GB,1690057398
23,yellowknife,62.456,-114.3525,22.29,40,75,4.12,CA,1690057279
24,papatowai,-46.5619,169.4708,9.01,95,100,3.58,NZ,1690057477
25,castillos,-34.1667,-53.8333,23.85,61,100,6.7,UY,1690057478
26,cidreira,-30.1811,-50.2056,18.92,83,57,5.45,BR,1690057479
27,alice springs,-23.7,133.8833,2.75,75,5,4.12,AU,1690057288
28,gamba,-2.65,10.0,21.73,85,20,3.37,GA,1690057481
29,hithadhoo,-0.6,73.0833,28.0,74,85,2.25,MV,1690057482
30,udachny,66.4167,112.4,20.25,55,12,3.99,RU,1690057483
31,luderitz,-26.6481,15.1594,12.87,68,97,4.46,NA,1690057485
32,mount pearl,47.5166,-52.7813,24.19,78,75,7.2,CA,1690057402
33,bubaque,11.2833,-15.8333,27.28,80,7,5.71,GW,1690057487
34,essaouira,31.5125,-9.77,23.72,82,0,6.17,MA,1690057488
35,adamstown,-25.066,-130.1015,21.05,66,29,7.72,PN,1690057289
36,cannonvale,-20.2833,148.7,19.66,77,41,2.69,AU,1690057490
37,blackmans bay,-43.0167,147.3167,5.94,92,19,1.93,AU,1690057491
38,pangody,65.85,74.4859,18.59,80,94,3.83,RU,1690057493
39,west island,-12.1568,96.8225,24.99,78,83,6.69,CC,1690057494
40,tazovsky,67.4667,78.7,13.5,98,80,3.13,RU,1690057308
41,richards bay,-28.783,32.0377,18.5,62,11,5.38,ZA,1690057496
42,ust-nera,64.5667,143.2,11.72,87,100,1.35,RU,1690057498
43,doume,4.2333,13.45,21.24,97,84,0.78,CM,1690057499
44,colonia,50.9333,6.95,21.13,51,0,2.06,DE,1690057500
45,santa cruz,-17.8,-63.1667,30.03,45,40,11.83,BO,1690057501
46,zholymbet,51.7433,71.7122,19.08,48,100,1.15,KZ,1690057503
47,amahai,-3.3333,128.9167,26.67,87,68,2.4,ID,1690057504
48,sinabang,2.4803,96.3801,26.19,81,100,1.03,ID,1690057321
49,narrabri,-30.3167,149.7833,3.62,81,4,0.89,AU,1690057506
50,dakhla,23.6848,-15.958,22.01,78,0,13.89,EH,1690057507
51,longyearbyen,78.2186,15.6401,8.91,71,40,3.6,SJ,1690057306
52,crucecita,-28.95,-58.9833,28.34,41,100,6.6,AR,1690057509
53,lorengau,-2.0226,147.2712,26.59,81,48,2.79,PG,1690057510
54,hawaiian paradise park,19.5933,-154.9731,26.52,91,75,0.0,US,1690057511
55,san patricio,28.017,-97.5169,38.98,33,27,5.55,US,1690057322
56,hermanus,-34.4187,19.2345,10.45,87,100,3.99,ZA,1690057513
57,antonio enes,-16.2325,39.9086,22.13,77,8,4.2,MZ,1690057514
58,pacific grove,36.6177,-121.9166,27.89,83,20,4.12,US,1690057383
59,carnarvon,-24.8667,113.6333,15.2,38,0,7.52,AU,1690057516
60,livani,56.3543,26.1758,12.94,99,99,1.72,LV,1690057518
61,naeso,35.2497,128.52,25.69,89,75,2.06,KR,1690057519
62,iqaluit,63.7506,-68.5145,7.85,87,100,2.06,CA,1690057286
63,queensbury,53.7667,-1.9167,15.52,93,100,1.25,GB,1690057521
64,saint-philippe,-21.3585,55.7679,21.77,87,80,7.94,RE,1690057317
65,pionerskiy,54.9508,20.2275,14.3,74,11,8.36,RU,1690057523
66,bredasdorp,-34.5322,20.0403,11.54,89,100,3.64,ZA,1690057300
